,Date/Time,Lat,Lon,Base
70,6/1/2014 2:51:00,40.6564,-73.6453,B02512
71,6/1/2014 2:53:00,40.7261,-73.9918,B02512
72,6/1/2014 2:54:00,40.7191,-73.9892,B02512
73,6/1/2014 2:58:00,40.7286,-73.9954,B02512
74,6/1/2014 3:10:00,40.7615,-73.975,B02512
75,6/1/2014 3:11:00,40.7278,-73.9991,B02512
76,6/1/2014 3:14:00,40.7503,-73.9839,B02512
77,6/1/2014 3:19:00,40.7389,-74.0081,B02512
78,6/1/2014 3:23:00,40.775,-73.9907,B02512
79,6/1/2014 3:32:00,40.7054,-74.0072,B02512
80,6/1/2014 3:35:00,40.7303,-74.0025,B02512
81,6/1/2014 3:36:00,40.7347,-73.9924,B02512
82,6/1/2014 4:03:00,40.7224,-73.9878,B02512
83,6/1/2014 4:51:00,40.6982,-73.462,B02512
84,6/1/2014 4:54:00,40.6449,-73.7818,B02512
85,6/1/2014 4:56:00,40.645,-73.782,B02512
86,6/1/2014 5:07:00,40.7699,-73.9843,B02512
87,6/1/2014 5:10:00,40.7372,-73.9967,B02512
88,6/1/2014 5:14:00,40.6448,-73.7826,B02512
89,6/1/2014 5:48:00,40.7228,-74.0019,B02512
90,6/1/2014 6:19:00,40.736,-73.9792,B02512
91,6/1/2014 6:21:00,40.7536,-73.9915,B02512
92,6/1/2014 6:24:00,40.7615,-73.9881,B02512
93,6/1/2014 6:25:00,40.8525,-73.8281,B02512
94,6/1/2014 6:27:00,40.7554,-73.9738,B02512
95,6/1/2014 6:35:00,40.7543,-73.9817,B02512
96,6/1/2014 6:37:00,40.7751,-73.9633,B02512
97,6/1/2014 6:46:00,40.6952,-74.1784,B02512
98,6/1/2014 6:51:00,40.7621,-73.9817,B02512
