113,Some-college,20,0,White,1719,28,Female,<=50K
114,HS-grad,35,0,White,0,40,Male,<=50K
115,Some-college,39,0,White,0,40,Male,<=50K
116,HS-grad,24,0,White,1762,40,Female,<=50K
117,HS-grad,38,4386,White,0,35,Male,<=50K
118,Bachelors,37,0,White,0,50,Male,<=50K
119,Masters,38,0,White,0,40,Male,>50K
120,HS-grad,43,0,White,0,60,Male,<=50K
121,Some-college,20,0,White,0,20,Male,<=50K
122,Some-college,49,0,Asian-Pac-Islander,0,40,Male,>50K
123,HS-grad,61,0,White,0,40,Male,<=50K
124,Some-college,27,0,White,0,40,Female,<=50K
125,Some-college,19,0,White,0,30,Male,<=50K
126,Some-college,70,0,White,0,40,Male,<=50K
127,HS-grad,31,0,Black,0,30,Female,<=50K
128,Some-college,22,0,White,0,24,Male,<=50K
129,HS-grad,36,0,White,0,24,Female,<=50K
130,11th,64,0,White,2179,40,Male,<=50K
131,Some-college,43,0,White,0,40,Female,<=50K
132,Some-college,47,0,White,0,38,Female,<=50K
133,HS-grad,34,0,White,0,40,Female,<=50K
134,Bachelors,33,0,Asian-Pac-Islander,0,40,Female,<=50K
135,HS-grad,21,0,White,0,35,Male,<=50K
136,HS-grad,52,0,White,0,45,Male,>50K
137,HS-grad,48,0,White,0,46,Male,<=50K
138,Bachelors,23,0,White,0,40,Male,<=50K
139,Some-college,71,0,Black,1816,2,Male,<=50K
140,HS-grad,29,0,White,0,60,Male,<=50K
141,Bachelors,42,0,Black,0,50,Male,<=50K
142,1st-4th,68,0,White,0,20,Female,<=50K
143,HS-grad,25,0,White,0,40,Female,<=50K
144,Masters,44,0,Asian-Pac-Islander,0,40,Female,<=50K
145,HS-grad,28,0,Asian-Pac-Islander,0,40,Female,<=50K
146,Masters,45,0,White,0,40,Male,>50K
147,Some-college,36,0,White,0,40,Female,<=50K
148,Masters,46,0,White,0,40,Male,<=50K
149,11th,18,0,White,0,16,Male,<=50K
150,HS-grad,27,0,White,1980,40,Male,<=50K
151,HS-grad,28,0,White,0,40,Male,<=50K
152,Some-college,51,0,White,1977,40,Male,>50K
153,Bachelors,27,0,White,0,50,Male,<=50K
154,Bachelors,28,0,White,0,40,Male,>50K
155,HS-grad,27,0,White,0,25,Female,<=50K
156,HS-grad,21,0,Black,0,40,Male,<=50K
157,HS-grad,34,0,Black,0,40,Male,<=50K
158,HS-grad,18,0,White,0,12,Male,<=50K
159,Bachelors,33,0,White,0,65,Male,<=50K
160,Some-college,44,0,Black,0,38,Male,>50K
161,Some-college,43,0,White,0,40,Female,<=50K
162,Some-college,30,0,Black,0,45,Male,<=50K
163,7th-8th,40,0,White,0,40,Male,>50K
164,Some-college,37,0,White,0,42,Male,>50K
165,HS-grad,34,0,Black,0,40,Male,<=50K
166,Bachelors,41,0,White,0,40,Female,<=50K
167,Bachelors,53,0,White,0,50,Female,<=50K
168,Masters,31,0,White,0,50,Female,<=50K
169,Doctorate,58,0,White,0,1,Male,>50K
170,Some-college,38,0,Black,0,28,Female,<=50K
171,Some-college,24,0,White,0,40,Male,<=50K
172,Bachelors,41,0,Black,0,40,Male,<=50K
173,Some-college,47,0,White,0,45,Male,<=50K
174,Bachelors,41,0,White,0,24,Male,<=50K
175,5th-6th,23,0,White,0,40,Male,<=50K
176,Some-college,36,0,White,0,40,Male,<=50K
177,Masters,40,14084,White,0,55,Female,>50K
178,Masters,35,7298,White,0,40,Male,>50K
179,HS-grad,24,0,White,0,40,Male,<=50K
180,Masters,26,0,White,1876,40,Female,<=50K
181,HS-grad,19,0,White,0,40,Male,<=50K
182,Bachelors,51,0,White,0,50,Male,>50K
183,Some-college,42,0,White,1340,40,Female,<=50K
184,HS-grad,37,0,White,0,35,Female,<=50K
185,11th,18,0,White,0,40,Female,<=50K
186,Bachelors,36,7298,Black,0,36,Male,>50K
187,HS-grad,35,0,White,0,60,Male,<=50K
188,HS-grad,58,15024,White,0,35,Female,>50K
189,11th,17,0,White,0,12,Female,<=50K
190,HS-grad,44,0,Black,0,40,Male,<=50K
191,HS-grad,37,0,White,0,40,Male,>50K
192,Some-college,35,0,Amer-Indian-Eskimo,0,40,Female,<=50K
193,HS-grad,60,0,Asian-Pac-Islander,0,40,Male,<=50K
194,7th-8th,54,0,White,0,40,Male,>50K
195,Bachelors,37,0,Black,0,60,Male,>50K
196,Bachelors,38,0,White,0,50,Male,<=50K
197,Bachelors,45,0,White,0,55,Male,<=50K
198,10th,25,0,White,0,40,Male,<=50K
199,Some-college,31,0,White,0,40,Male,<=50K
200,1st-4th,64,0,White,0,40,Male,<=50K
201,HS-grad,90,0,Black,2206,40,Male,<=50K
202,HS-grad,54,0,Black,0,20,Male,<=50K
203,Preschool,53,0,White,0,35,Female,<=50K
204,HS-grad,18,0,White,0,40,Female,<=50K
205,10th,60,0,Amer-Indian-Eskimo,0,10,Female,<=50K
206,HS-grad,66,1409,White,0,50,Male,<=50K
207,HS-grad,65,0,White,0,40,Female,<=50K
208,11th,35,3674,Black,0,40,Male,<=50K
209,HS-grad,41,0,Black,0,38,Female,<=50K
210,Some-college,25,0,White,0,42,Male,<=50K
211,Some-college,33,0,Other,0,40,Female,<=50K
212,HS-grad,59,0,White,0,40,Male,<=50K
213,Some-college,40,0,White,0,38,Female,<=50K
214,Bachelors,41,0,White,0,50,Male,>50K
215,Masters,38,0,White,0,70,Male,>50K
216,HS-grad,23,0,White,0,40,Male,<=50K
217,Bachelors,40,0,White,0,40,Male,>50K
218,HS-grad,41,0,White,0,20,Female,<=50K
219,Some-college,20,0,White,0,20,Male,<=50K
220,Some-college,38,0,White,1741,40,Male,<=50K
221,HS-grad,56,0,White,0,35,Male,<=50K
222,HS-grad,58,0,White,0,45,Male,>50K
223,HS-grad,32,0,White,0,34,Female,<=50K
224,HS-grad,45,0,White,0,40,Male,<=50K
225,Bachelors,42,0,Black,0,40,Female,<=50K
226,10th,59,0,Black,0,30,Female,<=50K
227,Some-college,19,0,White,0,40,Male,<=50K
228,Some-college,58,0,White,0,20,Male,<=50K
229,HS-grad,42,0,Asian-Pac-Islander,0,40,Male,>50K
230,HS-grad,20,0,White,0,40,Female,<=50K
231,HS-grad,32,0,White,0,30,Female,<=50K
232,7th-8th,50,0,White,0,40,Male,<=50K
233,Bachelors,36,0,White,0,40,Female,<=50K
234,HS-grad,45,0,White,0,60,Male,<=50K
235,11th,17,0,White,0,12,Male,<=50K
236,Some-college,59,4064,White,0,40,Male,<=50K
237,11th,26,0,White,0,40,Male,<=50K
238,Some-college,37,0,Asian-Pac-Islander,0,75,Male,>50K
239,Some-college,19,0,White,0,24,Male,<=50K
240,HS-grad,64,0,White,0,40,Male,>50K
241,Bachelors,33,0,White,0,45,Female,<=50K
242,HS-grad,33,0,White,0,40,Female,>50K
243,HS-grad,61,0,White,0,40,Male,>50K
244,9th,17,1055,White,0,24,Male,<=50K
245,Masters,50,2407,White,0,98,Male,<=50K
246,Masters,27,0,White,0,35,Male,<=50K
247,HS-grad,30,0,White,0,40,Female,<=50K
248,HS-grad,43,0,Black,0,40,Male,<=50K
249,Some-college,44,7298,White,0,40,Male,>50K
250,Some-college,35,0,White,0,40,Female,<=50K
251,Some-college,25,0,White,0,40,Female,<=50K
252,Some-college,24,7298,White,0,48,Female,>50K
253,Bachelors,22,0,White,0,15,Female,<=50K
254,Some-college,42,5178,White,0,40,Male,>50K
255,Bachelors,60,0,White,0,42,Female,<=50K
256,HS-grad,21,0,White,0,40,Male,<=50K
257,Masters,57,15024,White,0,40,Male,>50K
258,Some-college,50,0,White,0,45,Male,<=50K
259,Bachelors,25,0,White,0,40,Female,<=50K
260,7th-8th,50,0,White,0,40,Male,<=50K
261,Bachelors,36,0,White,0,45,Male,<=50K
262,HS-grad,31,0,White,0,40,Female,<=50K
263,Bachelors,29,0,White,0,56,Male,<=50K
264,Some-college,21,0,White,0,45,Male,<=50K
265,Bachelors,27,0,Black,0,40,Female,<=50K
266,HS-grad,65,0,White,0,16,Male,<=50K
267,Bachelors,37,0,White,0,60,Female,<=50K
268,Masters,39,3464,Asian-Pac-Islander,0,40,Female,<=50K
269,HS-grad,24,0,White,0,40,Male,<=50K
270,HS-grad,38,0,White,0,80,Male,<=50K
271,Bachelors,48,7688,White,0,40,Male,>50K
272,Some-college,21,0,Asian-Pac-Islander,0,25,Female,<=50K
273,HS-grad,31,0,White,0,45,Male,>50K
274,HS-grad,55,4386,White,0,40,Male,>50K
275,Some-college,24,0,Asian-Pac-Islander,0,40,Female,<=50K
276,HS-grad,43,0,White,0,40,Female,<=50K
277,Some-college,41,0,White,0,54,Male,>50K
278,Bachelors,26,0,White,0,40,Male,<=50K
279,Masters,34,7298,Asian-Pac-Islander,0,35,Male,>50K
280,Some-college,19,0,Black,0,25,Female,<=50K
281,Bachelors,36,0,Black,0,40,Female,>50K
282,Some-college,22,0,White,0,15,Male,<=50K
283,Some-college,24,0,White,0,40,Male,<=50K
284,Some-college,77,0,White,0,40,Male,<=50K
285,5th-6th,22,0,White,0,40,Female,<=50K
286,Some-college,29,0,White,0,40,Female,<=50K
287,HS-grad,62,0,White,0,24,Female,<=50K
288,HS-grad,39,0,White,0,40,Male,<=50K
289,Some-college,43,0,White,1485,50,Male,<=50K
290,HS-grad,35,0,White,0,45,Male,<=50K
291,11th,29,0,White,0,40,Female,<=50K
292,Masters,76,0,White,0,10,Male,<=50K
293,HS-grad,63,0,White,0,45,Male,<=50K
294,Some-college,43,0,White,1887,50,Female,>50K
295,HS-grad,58,0,White,0,40,Male,<=50K
296,HS-grad,66,2050,White,0,55,Male,<=50K
297,Some-college,41,0,Black,0,45,Male,<=50K
298,Bachelors,26,0,White,0,40,Male,<=50K
299,10th,55,0,White,0,40,Male,<=50K
300,HS-grad,53,0,White,0,40,Male,<=50K
301,5th-6th,17,0,White,0,48,Male,<=50K
302,HS-grad,30,0,White,0,40,Male,<=50K
303,Masters,49,0,White,0,60,Male,<=50K
304,HS-grad,19,0,Black,0,30,Male,<=50K
305,HS-grad,45,0,Black,0,40,Male,<=50K
306,HS-grad,36,7298,White,0,40,Male,>50K
307,HS-grad,33,0,White,0,20,Male,<=50K
308,Some-college,22,0,Black,0,40,Female,<=50K
309,Bachelors,43,0,White,0,42,Male,<=50K
310,11th,67,0,White,0,8,Male,<=50K
311,Bachelors,31,0,White,0,25,Male,<=50K
312,Bachelors,33,0,White,0,40,Male,>50K
313,HS-grad,26,0,White,0,40,Male,<=50K
314,Bachelors,33,0,White,0,40,Male,>50K
315,11th,46,0,White,0,30,Male,<=50K
316,Bachelors,59,0,White,0,40,Male,>50K
317,HS-grad,38,0,White,0,40,Male,>50K
318,11th,65,0,Other,0,40,Male,<=50K
319,HS-grad,42,0,White,0,35,Female,<=50K
320,9th,26,0,White,0,40,Male,<=50K
321,10th,36,0,White,0,24,Female,<=50K
322,Masters,62,0,White,0,40,Male,>50K
323,Bachelors,43,0,White,0,45,Male,<=50K
324,Bachelors,43,0,White,1564,45,Male,>50K
325,HS-grad,22,0,White,0,55,Male,<=50K
326,HS-grad,28,0,White,0,40,Male,<=50K
327,Some-college,56,0,White,0,45,Male,<=50K
328,Bachelors,57,0,White,0,45,Female,>50K
329,HS-grad,39,0,White,0,40,Female,<=50K
330,Some-college,26,0,White,0,15,Female,<=50K
331,11th,17,0,White,0,10,Male,<=50K
332,HS-grad,45,0,Black,0,40,Male,<=50K
333,HS-grad,44,0,Black,0,40,Male,<=50K
334,Some-college,20,0,White,0,10,Female,<=50K
335,HS-grad,33,0,White,0,40,Female,<=50K
336,Some-college,23,0,White,0,40,Male,<=50K
337,Masters,46,0,White,0,30,Male,<=50K
338,HS-grad,38,0,White,0,50,Male,<=50K
339,HS-grad,54,0,White,0,40,Male,<=50K
340,5th-6th,46,0,White,2339,45,Female,<=50K
341,Some-college,25,0,White,0,40,Male,<=50K
342,Some-college,46,0,White,0,40,Female,<=50K
343,Some-college,36,0,White,0,40,Female,<=50K
344,HS-grad,23,0,White,0,25,Female,<=50K
345,HS-grad,29,0,White,0,40,Male,<=50K
346,Some-college,44,0,White,2415,6,Female,>50K
347,Some-college,19,0,White,0,16,Female,<=50K
348,HS-grad,19,0,White,0,40,Female,<=50K
349,HS-grad,35,0,White,0,40,Female,>50K
350,Bachelors,27,0,White,0,50,Male,<=50K
351,Bachelors,34,7688,White,0,45,Male,>50K
352,HS-grad,34,0,White,0,35,Female,<=50K
353,Some-college,44,0,White,0,40,Male,<=50K
354,Some-college,45,0,White,0,40,Female,<=50K
355,HS-grad,20,0,White,0,35,Female,<=50K
356,Bachelors,25,0,White,0,55,Male,>50K
357,Bachelors,52,0,White,0,50,Male,>50K
358,Some-college,20,0,White,0,40,Male,<=50K
359,Some-college,28,0,White,0,40,Female,<=50K
360,Bachelors,50,0,White,0,40,Male,>50K
361,7th-8th,28,0,Other,2179,40,Male,<=50K
362,Masters,41,0,White,1977,65,Male,>50K
363,HS-grad,28,0,White,0,40,Male,<=50K
364,HS-grad,46,0,White,0,25,Male,<=50K
365,Some-college,28,0,White,1887,40,Female,>50K
366,Some-college,32,0,White,0,50,Male,<=50K
367,Some-college,41,0,Black,0,24,Female,<=50K
368,HS-grad,24,0,Black,0,40,Female,<=50K
369,Some-college,33,0,White,0,40,Female,<=50K
370,Doctorate,46,15024,White,0,60,Male,>50K
371,Some-college,31,0,White,0,40,Male,<=50K
372,12th,35,0,White,0,50,Male,>50K
373,1st-4th,52,0,White,0,40,Male,<=50K
374,11th,30,0,White,0,19,Female,<=50K
375,11th,34,0,Black,0,40,Male,<=50K
376,HS-grad,34,0,White,0,40,Female,<=50K
377,Some-college,20,0,White,0,30,Male,<=50K
378,11th,17,2176,White,0,18,Male,<=50K
379,Bachelors,32,0,White,0,40,Female,>50K
380,HS-grad,29,0,White,0,40,Male,<=50K
381,10th,33,0,White,0,35,Female,<=50K
382,HS-grad,25,0,White,0,60,Male,<=50K
383,Masters,36,0,White,1408,40,Male,<=50K
384,HS-grad,23,0,White,0,72,Male,<=50K
385,HS-grad,63,0,White,0,40,Male,>50K
386,Masters,47,0,White,0,40,Male,<=50K
387,HS-grad,80,0,White,0,24,Male,<=50K
388,11th,17,0,White,0,40,Male,<=50K
389,Bachelors,40,2174,White,0,40,Female,<=50K
390,Some-college,27,0,Asian-Pac-Islander,1980,40,Male,<=50K
391,Masters,33,0,White,0,50,Male,>50K
392,HS-grad,34,594,Black,0,60,Male,<=50K
393,Some-college,34,0,White,0,40,Female,<=50K
394,Some-college,23,0,White,0,40,Male,<=50K
395,Some-college,42,0,White,0,40,Female,<=50K
396,Bachelors,29,0,White,0,40,Male,<=50K
397,HS-grad,45,0,White,0,28,Female,<=50K
398,HS-grad,24,0,White,0,40,Male,<=50K
399,Some-college,44,0,White,0,40,Male,>50K
400,9th,27,0,White,0,40,Male,<=50K
401,Some-college,20,0,White,0,35,Male,<=50K
402,HS-grad,44,0,Black,0,40,Female,<=50K
403,HS-grad,51,0,Amer-Indian-Eskimo,0,40,Male,<=50K
404,HS-grad,20,0,White,0,40,Male,<=50K
405,11th,17,0,White,0,5,Female,<=50K
406,HS-grad,19,0,Black,0,40,Female,<=50K
407,Some-college,45,0,White,0,55,Male,>50K
408,HS-grad,60,0,White,0,40,Male,>50K
409,HS-grad,44,0,White,0,40,Female,>50K
410,HS-grad,30,0,White,0,40,Female,<=50K
411,Some-college,38,0,Black,0,50,Male,<=50K
412,HS-grad,23,0,White,0,60,Male,<=50K
413,Some-college,32,0,White,0,40,Male,<=50K
414,HS-grad,54,0,Black,0,40,Male,<=50K
415,Bachelors,32,0,White,0,50,Male,<=50K
416,1st-4th,50,0,White,0,40,Male,<=50K
417,Bachelors,24,0,White,0,20,Female,<=50K
418,HS-grad,37,0,White,0,60,Female,<=50K
419,HS-grad,52,0,White,0,40,Male,<=50K
420,Some-college,38,0,White,0,40,Male,<=50K
421,Masters,49,0,White,1977,45,Male,>50K
422,Bachelors,30,0,White,0,16,Female,>50K
423,Some-college,60,0,White,0,40,Male,>50K
424,Some-college,22,0,White,0,40,Male,<=50K
425,HS-grad,35,0,White,0,40,Male,<=50K
426,HS-grad,30,0,White,0,60,Male,<=50K
427,Bachelors,46,0,White,0,40,Female,<=50K
428,9th,17,0,White,0,6,Male,<=50K
429,Some-college,22,0,White,0,30,Male,<=50K
430,10th,27,0,White,0,40,Male,<=50K
431,HS-grad,23,0,White,0,35,Female,<=50K
432,Some-college,43,0,White,0,20,Male,<=50K
433,Bachelors,28,0,White,0,20,Male,<=50K
434,HS-grad,41,0,White,0,40,Female,<=50K
435,12th,52,594,Black,0,40,Male,<=50K
436,Some-college,25,0,Black,0,20,Female,<=50K
437,1st-4th,63,0,White,0,35,Male,<=50K
438,HS-grad,59,0,White,0,45,Male,<=50K
439,Bachelors,45,0,White,0,40,Female,<=50K
440,Bachelors,38,15024,White,0,60,Male,>50K
441,HS-grad,40,0,White,0,35,Female,<=50K
442,HS-grad,46,0,White,0,40,Male,<=50K
443,HS-grad,34,0,White,0,25,Female,<=50K
444,Bachelors,33,0,White,0,20,Male,<=50K
445,HS-grad,41,0,White,0,36,Female,<=50K
446,Some-college,20,0,White,0,40,Male,<=50K
447,5th-6th,23,0,White,0,40,Male,<=50K
448,Some-college,26,0,White,0,35,Female,<=50K
449,HS-grad,72,0,White,0,20,Male,<=50K
450,HS-grad,23,0,White,0,40,Male,<=50K
451,HS-grad,62,0,White,0,40,Male,<=50K
452,Some-college,52,0,White,0,40,Male,<=50K
453,Some-college,58,0,White,0,42,Female,<=50K
454,Bachelors,25,0,White,0,40,Female,<=50K
455,Bachelors,24,0,Black,0,40,Male,<=50K
456,Some-college,19,0,White,0,8,Male,<=50K
457,Some-college,43,0,White,0,40,Male,<=50K
458,HS-grad,47,0,Black,0,40,Female,<=50K
459,HS-grad,39,0,White,0,40,Female,<=50K
460,5th-6th,53,0,Black,0,30,Female,<=50K
461,Some-college,34,0,White,0,50,Male,>50K
462,HS-grad,28,0,White,0,45,Male,<=50K
463,Some-college,25,0,Amer-Indian-Eskimo,0,20,Female,<=50K
464,Some-college,20,0,White,0,24,Male,<=50K
465,Some-college,21,0,White,0,35,Female,<=50K
466,Bachelors,34,0,White,0,50,Male,>50K
467,Bachelors,38,15024,White,0,80,Male,>50K
468,HS-grad,50,7688,White,0,50,Male,>50K
469,Some-college,24,0,Black,0,50,Male,<=50K
470,Some-college,37,0,White,0,45,Male,>50K
471,Some-college,44,0,White,0,58,Male,>50K
472,Some-college,28,0,White,0,40,Female,<=50K
473,Bachelors,42,0,White,0,40,Male,>50K
474,Some-college,74,0,White,0,9,Female,<=50K
475,HS-grad,38,0,White,0,50,Male,<=50K
476,Masters,44,0,White,0,40,Male,<=50K
477,11th,44,0,Other,0,46,Female,<=50K
478,HS-grad,26,0,White,0,40,Male,<=50K
479,HS-grad,36,0,Black,0,40,Male,<=50K
480,12th,39,0,White,0,50,Male,<=50K
481,1st-4th,57,0,Black,0,30,Female,<=50K
482,Bachelors,31,0,White,0,45,Female,<=50K
483,HS-grad,34,0,Black,0,40,Female,<=50K
484,Some-college,44,0,White,0,40,Male,<=50K
485,Doctorate,29,0,White,0,40,Male,<=50K
486,Some-college,30,0,White,0,40,Female,<=50K
487,HS-grad,27,0,White,0,40,Male,<=50K
488,Some-college,27,0,White,0,50,Male,<=50K
489,HS-grad,32,0,White,0,45,Female,<=50K
490,10th,58,0,White,0,8,Female,<=50K
491,Some-college,35,0,White,0,40,Male,<=50K
492,HS-grad,21,0,White,0,36,Male,<=50K
493,Some-college,28,0,White,0,40,Male,<=50K
494,Some-college,46,0,White,0,50,Male,<=50K
495,HS-grad,36,0,White,0,40,Female,<=50K
496,11th,72,0,White,0,40,Female,<=50K
497,HS-grad,35,0,Black,0,40,Female,<=50K
498,11th,69,0,White,0,40,Female,<=50K
499,HS-grad,35,0,White,0,40,Male,<=50K
500,HS-grad,31,0,White,0,20,Female,<=50K
501,HS-grad,34,0,White,0,32,Female,<=50K
502,11th,30,0,White,0,40,Male,<=50K
503,Bachelors,28,0,White,0,55,Male,<=50K
504,Bachelors,54,0,White,0,35,Male,>50K
505,Some-college,47,0,White,0,50,Male,>50K
506,HS-grad,24,0,Black,0,40,Female,<=50K
507,Bachelors,52,0,White,0,60,Male,>50K
508,HS-grad,20,0,Amer-Indian-Eskimo,0,48,Male,<=50K
509,Masters,43,5013,White,0,45,Male,<=50K
510,7th-8th,45,0,White,0,40,Female,<=50K
511,HS-grad,29,0,White,0,35,Male,<=50K
512,Masters,47,0,White,0,42,Male,<=50K
513,HS-grad,24,0,White,0,40,Male,<=50K
514,HS-grad,51,0,White,0,40,Male,<=50K
515,11th,17,0,White,0,12,Male,<=50K
516,Doctorate,27,0,White,0,70,Female,<=50K
517,Bachelors,29,0,White,0,40,Male,>50K
518,12th,18,0,White,0,25,Male,<=50K
519,Bachelors,58,0,White,0,40,Female,<=50K
520,Some-college,26,0,White,0,45,Male,<=50K
521,Some-college,65,0,White,0,30,Male,>50K
522,HS-grad,57,0,White,0,40,Male,>50K
523,HS-grad,59,0,White,0,40,Male,<=50K
524,HS-grad,27,0,White,0,40,Male,<=50K
525,Bachelors,31,0,White,0,40,Male,<=50K
526,Some-college,21,0,White,0,24,Female,<=50K
527,Some-college,29,0,White,0,60,Male,<=50K
528,11th,18,0,White,0,40,Male,<=50K
529,10th,52,0,White,1887,47,Male,>50K
530,Bachelors,57,0,White,0,80,Male,<=50K
531,HS-grad,42,0,White,0,40,Male,<=50K
532,HS-grad,55,0,Asian-Pac-Islander,0,40,Female,<=50K
533,7th-8th,60,0,White,0,48,Male,>50K
534,Bachelors,31,7688,White,0,40,Male,>50K
535,Bachelors,23,0,White,0,40,Female,<=50K
536,HS-grad,27,0,White,0,40,Male,<=50K
537,Some-college,23,0,Amer-Indian-Eskimo,0,25,Female,<=50K
538,Some-college,25,2174,White,0,40,Male,<=50K
539,Bachelors,49,0,White,0,45,Female,<=50K
540,Bachelors,32,0,White,0,40,Male,<=50K
541,Some-college,19,0,White,0,28,Male,<=50K
