id,sentiment,date,text,,
623495576,1,Tue Dec 02 01:05:37 +0000 2014,"As a die hard @Apple customer, I must say I am truly displeased with the customer service I was given today. #badservice #Apple",,
623495577,1,Tue Dec 02 01:06:42 +0000 2014,@Apple made it clear today that I as a customer are not worth a measly $79!! An employee gave mis info and they will not stand behind it,,
623495582,1,Tue Dec 02 01:13:03 +0000 2014,Why does @Apple force people to use its VPN built in to iOS8? Off button doesn't work FFS. Like I want Apple's NSA data collection service.,,
623495583,1,Tue Dec 02 01:15:12 +0000 2014,Then how the hell did I take this screenshot? @apple @timcook http://t.co/NvFWwi4JsM,,
623495586,1,Tue Dec 02 01:25:49 +0000 2014,Buy round lot on the open MT @WSJD #AAPL stock briefly dove 6.4% today. Analysts not sure why http://t.co/F6e73eJUJE http://t.co/2qQvMWOotv,,
623495587,1,Tue Dec 02 01:36:18 +0000 2014,3G is draining my battery fix this @apple,,
623495589,1,Tue Dec 02 01:40:38 +0000 2014,@apple your chargers suck ass! They just love to break!,,
623495593,1,Tue Dec 02 01:49:00 +0000 2014,I'm hoping @apple won't automatically make us download Bruce Springsteen and U2 singing together.  #u2 #bruce #espn #thatwasbad,,
623495594,1,Tue Dec 02 01:52:00 +0000 2014,@thehill @Apple What a joke! Justice Dept should prosecute Killer Wilson in pursuit of JUSTICE. #Ferguson IS NOT OVER!,,
623495596,1,Tue Dec 02 01:53:41 +0000 2014,RT @TinfoilTricorn: @thehill @Apple Wish we could prosecute the admin for violation of privacy and criminal search and seizure,,
623495599,1,Tue Dec 02 02:00:59 +0000 2014,So so sooooo annoyed. Did the restore from my back up and lost my voice mails. I needed to keep those. Thanks a lot @apple,,
623495600,1,Tue Dec 02 02:03:46 +0000 2014,Thisn#Yosemite update is stressing me out @apple #macbookpro,,
623495601,1,Tue Dec 02 02:04:40 +0000 2014,Just broke my 3rd charger of the month. Get your shit together @apple,,
623495602,1,Tue Dec 02 02:09:56 +0000 2014,"This iPhone 6 battery isn't as good as you claim, @apple",,
623495603,1,Tue Dec 02 02:10:38 +0000 2014,#Nasdaq big fall. @FB @Baba @Twtr @Linkd @Apple fell 3-6% on Monday! See whether follow up ..,,
623495607,1,Tue Dec 02 02:16:19 +0000 2014,@apple @iphone4 oh it's not fair and i think you're really mean,,
623495611,1,Tue Dec 02 02:56:02 +0000 2014,I HATE HOW IOS 8 CAPITALIZES RANDOM WORDS LIKE I DONT WANNA GIVE EMPHASIS TO SOME STUPID WORD IN THA SENTENCE GET UR SELF TOGETHER @Apple,,
623495613,1,Tue Dec 02 02:56:57 +0000 2014,@apple why was the iphone 4 ever created,,
623495614,1,Tue Dec 02 03:00:07 +0000 2014,@apple I FUCKING HATE YOU http://t.co/xRxXK0rdot,,
623495621,1,Tue Dec 02 03:09:39 +0000 2014,IT'S NOT LIKE THE APP COSTS MONEY JUST LET ME DOWNLOAD IT @APPLE,,
623495624,1,Tue Dec 02 03:28:00 +0000 2014,My phones been charging for an hour but it keeps losing percentage?? Get ur shit together @apple,,
623495630,1,Tue Dec 02 03:49:34 +0000 2014,@baseballbridget @apple we couldn't even get a turkey for TDay so they just don't care... #appleemojissuck,,
623495632,1,Tue Dec 02 03:52:58 +0000 2014,RT @toricolelli: My phones been charging for an hour but it keeps losing percentage?? Get ur shit together @apple,,
623495636,1,Tue Dec 02 04:07:57 +0000 2014,Fix it @apple http://t.co/cHoq6LHeHo,,
623495638,1,Tue Dec 02 04:09:46 +0000 2014,How long does it really take for a phone to ship @apple smh,,
623495643,1,Tue Dec 02 04:24:00 +0000 2014,"So, on my iphone5, the @apple health kit is no longer gathering data.  Sigh.",,
623495645,1,Tue Dec 02 04:30:31 +0000 2014,Thanks @apple for changing yet another fuck into duck...Thanks.,,
623495646,1,Tue Dec 02 04:33:28 +0000 2014,@Apple YH News Apple tumbles as much as 6 percent in unusual trading: By Chuck Mikolajczak NEW YORK (Reuters) ...  http://t.co/hNuWafq0sI,,
623495647,1,Tue Dec 02 04:34:05 +0000 2014,@brwnskin_beauti cause fuck @apple,,
623495649,1,Tue Dec 02 04:36:38 +0000 2014,if i buy a 16 gb phone i should have 16 GB'S TO USE @apple,,
623495650,1,Tue Dec 02 04:37:44 +0000 2014,fuck you for BREAKING MY MUSIC @apple,,
623495655,1,Tue Dec 02 04:54:14 +0000 2014,just need @apple to come out with a charger cord that keep a charge &amp; don't fall apart http://t.co/VZ8HDbMzlu,,
623495656,1,Tue Dec 02 05:00:08 +0000 2014,RT @AMANDAZUCKERMAN: You should be able to forward a voicemail. Why isn't that a thing? @apple,,
623495657,1,Tue Dec 02 05:03:26 +0000 2014,@apple and @facebook I speak for all of humanity; We want to chose what contacts are added to our contacts book from #facebook #thanks,,
623495658,1,Tue Dec 02 05:06:09 +0000 2014,@Apple I h8 everything about u,,
623495659,1,Tue Dec 02 05:06:55 +0000 2014,@apple ur a disgrace,,
623495661,1,Tue Dec 02 05:07:30 +0000 2014,My phone is on acid right now @apple fix this,,
623495662,1,Tue Dec 02 05:11:58 +0000 2014,@Apple I had a power cord problem- under warranty. You said it would be fine. It isn't. And now you won't replace it? http://t.co/fW3BoW53dj,,
623495663,1,Tue Dec 02 05:13:02 +0000 2014,@Apple This was NORMAL use-- NO ABUSE! Wrapped it exactly as you instructed me to. This is a fire hazard. You should replace it. #defective,,
623495666,1,Tue Dec 02 05:20:58 +0000 2014,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,,
623495667,1,Tue Dec 02 05:25:24 +0000 2014,Yo @Apple fix your shitty iMessage,,
623495671,1,Tue Dec 02 05:42:54 +0000 2014,Yo! @apple this auto correct shit gotta stop!!! changing my shit right when i send it,,
623495673,1,Tue Dec 02 06:01:11 +0000 2014,Those** PICK UP THE SLACK YOU FUCK BOYS @Apple,,
623495676,1,Tue Dec 02 06:52:06 +0000 2014,fucking faggots @apple,,
623495677,1,Tue Dec 02 06:52:43 +0000 2014,@Apple of course that's not their mother fucking @,,
623495679,1,Tue Dec 02 06:55:35 +0000 2014,the fuck kinda gay shit you print in the fucking ketosis @apple,,
623495680,1,Tue Dec 02 06:57:40 +0000 2014,Game*** @Apple you bitches really trying me tonight! RT @DreMacsAMillion: @WhoSFlyy__ gams night gawd,,
623495682,1,Tue Dec 02 07:15:09 +0000 2014,RT @bella_bong_: @apple U need to get ur fucking shit together and let me txt while on YouTube,,
623495683,1,Tue Dec 02 07:16:12 +0000 2014,@apple @Disney Why can't I buy any version let alone the version I actually like of Star Wars on @iTunesMovies #stupid #lame #StarWars,,
623495690,1,Tue Dec 02 07:32:56 +0000 2014,"Can @apple drop Audio Only rendition requirement for iOS apps? 
Users hate it 
No other stores want it
Other platforms don't know what it is",,
623495691,1,Tue Dec 02 07:45:08 +0000 2014,"None too happy with @Apple Mac OS X (Yosemite), File Vault 2, or Boot Camp right now. Thankful to own a @lenovo.",,
623495694,1,Tue Dec 02 08:27:10 +0000 2014,I demand there be a tapatio emoji @apple,,
623495697,1,Tue Dec 02 08:37:56 +0000 2014,so for the second time #aapl #pages ate my edits. 700bn? #amateurs #fail #iwantjobsback,,
623495698,1,Tue Dec 02 08:44:36 +0000 2014,feel so lost with out my phone :(  @apple iPhone 5 chargers are horrendous! #brokenchargerprobs,,
623495700,1,Tue Dec 02 08:46:14 +0000 2014,Excellent news #HouseOfCards S3 on @netflix 27/2! I wonder if Yosemite &amp; my wifi will be talking by then @apple @tim_cook ? It's been wks!!,,
623495701,1,Tue Dec 02 08:46:43 +0000 2014,@apple my laptop is burning my legs what do u have to say about this,,
623495705,1,Tue Dec 02 09:03:55 +0000 2014,@HammerArcade This makes me feel so sad ;-; WHY DO U HAVE TO BE SO ROOD @APPLE,,
623495706,1,Tue Dec 02 09:25:47 +0000 2014,I hate these @apple earphones so bad. Why in the world did they think it was a good idea to p http://t.co/X7lIGAQeG5 http://t.co/ihR2OGZa6s,,
623495715,1,Tue Dec 02 10:15:47 +0000 2014,Why you dying so fast phone? Fuck you @apple,,
623495716,1,Tue Dec 02 10:22:00 +0000 2014,@remuuusss @apple fix this,,
623495722,1,Tue Dec 02 11:11:30 +0000 2014,@apple #apple #iphone @iphone #iphone4s #iphone4problems  SOMEONE FUCKING HELP ME SOMEONE WHO WORKS AT APPLE FUCKING HELP ME DO UR JOB CUNTS,,
623495723,1,Tue Dec 02 11:30:02 +0000 2014,"WTF @Apple, synching notes or iCloud pages is unusable. It used to be easier.",,
623495725,1,Tue Dec 02 11:42:11 +0000 2014,hey @apple fuck you just let me change stores,,
623495726,1,Tue Dec 02 11:43:08 +0000 2014,about to write a huge fuck you to @apple for not letting me make reservations to get my laptop fixed,,
623495727,1,Tue Dec 02 11:44:21 +0000 2014,"Apple tumbles as much as 6 percent in unusual trading $AAPL #aapl
http://t.co/0wtDVpBm4u",,
623495729,1,Tue Dec 02 11:46:53 +0000 2014,@JimCramer Says 'Machines' Caused @Apple's Big Drop $AAPL  http://t.co/pfzq1N52hH,,
623495730,1,Tue Dec 02 11:46:56 +0000 2014,@maxscottslade @Apple yeah the trackpad is fine and working now! but I had to damage one of the screw holdings to get the battery out,,
623495733,1,Tue Dec 02 12:14:24 +0000 2014,@Apple #fail - Since updating my #ipad #OS there is a #bug that does not delete videos and free up memory forcing... http://t.co/AjdDTF19Nn,,
623495738,1,Tue Dec 02 12:56:04 +0000 2014,my alarm was set the ringer was on and it just refused to work fuck u @apple,,
623495740,1,Tue Dec 02 13:04:49 +0000 2014,"I'm lost because it's deer season, but there is no deer emoji. Come on @Apple, how am I suppose to show the love to all my huntin' friendz?",,
623495743,1,Tue Dec 02 13:07:51 +0000 2014,@Apple I figured out #memory issue on my #ipad. It wasnt a #bug but a new hidden folder that stores our  images... http://t.co/vEKIE3qlDp,,
623495747,1,Tue Dec 02 13:28:20 +0000 2014,"#AppleLawSuit Depends on exactly what @Apple did to hold back/beat their competition. There are fair game competitive tactics &amp; unfair 1s
YK",,
623495751,1,Tue Dec 02 13:34:11 +0000 2014,"IPhone6 has too many issues,  why tf is the earphone plug in not working @apple u better fix this shit for free.",,
623495753,1,Tue Dec 02 13:37:18 +0000 2014,"@mcmillanstu @D1PZ... But trying to get launch info ahead of time from telco marketing teams was a nightmare - thanks @apple!
#EcomChat",,
623495755,1,Tue Dec 02 13:47:14 +0000 2014,Dear @apple replace my phone my battery sucks,,
623495763,1,Tue Dec 02 13:54:20 +0000 2014,RT @laurrynk: Dear @apple replace my phone my battery sucks,,
623495764,1,Tue Dec 02 13:55:11 +0000 2014,"@ThisDueeMarco @Apple thats annoying, they never get stuff right the first time.",,
623495768,1,Tue Dec 02 14:03:50 +0000 2014,RT @laurrynk: Dear @apple replace my phone my battery sucks,,
623495774,1,Tue Dec 02 14:17:03 +0000 2014,I'm surprised there isn't more talk about what looked like a flash crash in #AAPL yesterday. Biggest range in years and largely ignored,,
623495775,1,Tue Dec 02 14:17:03 +0000 2014,I'm surprised there isn't more talk about what looked like a flash crash in #AAPL yesterday. Biggest range in years and largely ignored,,
623495790,1,Tue Dec 02 14:50:46 +0000 2014,Here's Why #Apple Won't Be A Trillion Dollar Company According To Billionaire VC Jim Breyer #aapl http://t.co/2TQVM5v4yB,,
623495791,1,Tue Dec 02 14:52:33 +0000 2014,Chromebooks Overtake Apple's iPads in U.S. Education Market http://t.co/iR8WRGXO2x @apple @googlechrome #chromebooks #ipad,,
623495792,1,Tue Dec 02 14:55:14 +0000 2014,Apple Inc. is doomed. $AAPL dropped by 1.54%! Currently priced at 113.3. http://t.co/K6PKMj3Sbf #AAPL,,
623495796,1,Tue Dec 02 15:00:43 +0000 2014,.@Apple wants you to stop taking vertical photos: http://t.co/Aw5nUQmzZk via @OutsideMagazine,,
623495802,1,Tue Dec 02 15:07:51 +0000 2014,@apple yall some hoes,,
623495810,1,Tue Dec 02 15:23:49 +0000 2014,Did you notice that @Apple apps now say 'Get' instead of 'Free'? This change was due to alleged misleading labeling. http://t.co/In8SIkR1Qp,,
623495814,1,Tue Dec 02 15:28:06 +0000 2014,@shortyawards @Apple it is very confusing u wonder if it means u are going to get a bill later for Ur download please use free if it's free,,
623495819,1,Tue Dec 02 15:36:48 +0000 2014,"Apple  Loses Ground to Google  In Education Tablet Sales $AAPL #aapl
http://t.co/Ap0c3ehZLe",,
623495821,1,Tue Dec 02 15:38:37 +0000 2014,@apple What do I need to do if my mac has been really slow lately ?,,
623495829,1,Tue Dec 02 16:04:30 +0000 2014,Your stupid as shit upgrade has ruined the god damned IDE @apple,,
623495830,1,Tue Dec 02 16:07:01 +0000 2014,"You pieces of shit @apple! 
God damnit man!",,
623495831,1,Tue Dec 02 16:08:14 +0000 2014,"Hey @apple, how come I can't make Genius Bar appointments online anymore?",,
623495833,1,Tue Dec 02 16:11:41 +0000 2014,"What happened? RT @Khaleel You pieces of shit @apple! 
God damnit man!",,
623495840,1,Tue Dec 02 16:24:44 +0000 2014,Lol fuck you. I'm still not buying a new one. @Apple http://t.co/XHqOVbNfZK,,
623495844,1,Tue Dec 02 16:32:49 +0000 2014,@apple has caused me so much pain today,,
623495845,1,Tue Dec 02 16:32:53 +0000 2014,"#As @Apple [#Apple] still struggles to #meet #iPhone6 demand, #Canaccord raises price .... (#Tuesday, 2 #December) http://t.co/orhJ2UnkM4",,
623495846,1,Tue Dec 02 16:34:00 +0000 2014,Not cool @Apple ... not cool. You just bait-and-switched me into paying for an upgrade to server after a 'free' upgd. to 10.10.1?,,
623495848,1,Tue Dec 02 16:34:47 +0000 2014,iPhone Shortages Not Helping RadioShack as Consumer Sales Plummet http://t.co/UVre2GM1oh #AAPL,,
623495856,1,Tue Dec 02 16:47:24 +0000 2014,@APPLE CAN YALL PLEASE SEND ME MY FUCKIN PHONE,,
623495857,1,Tue Dec 02 16:48:47 +0000 2014,Anyone know how to fix this? #xcode @apple no simulators... tried complete reinstall #ios http://t.co/Nu9YyqioHU,,
623495860,1,Tue Dec 02 16:52:26 +0000 2014,CNBCTV:  #Apple fighting monopoly allegations #aapl http://t.co/mPsHU4yKTB,,
623495864,1,Tue Dec 02 16:55:29 +0000 2014,CNBCTV:  #Cramer: Trading #Apple suckers game #aapl http://t.co/cPmnQXDwit,,
623495870,1,Tue Dec 02 17:04:26 +0000 2014,@apple make SD cards so we can add memory to our iPhone because we all know you won't allow SD cards until you profit from it,,
623495876,1,Tue Dec 02 17:21:58 +0000 2014,Google Chromecast Leapfrogs Apple TV as the Aging Media Player Loses Ground to Rivals http://t.co/14UHvYCP6B #AAPL,,
623495878,1,Tue Dec 02 17:28:23 +0000 2014,my phone keeps fucking freezing @apple,,
623495882,1,Tue Dec 02 17:30:21 +0000 2014,When you can't hear people through your headphones thank you @Apple for the headphones and @god,,
623495884,1,Tue Dec 02 17:35:01 +0000 2014,I've been considering suing @apple for putting that shitty U2 album on my phone,,
623495886,1,Tue Dec 02 17:37:57 +0000 2014,@MacRumors @kellyhodgkins I believe it I bought an @amazon Fire TV for $69 @Apple You've lost another customer,,
623495887,1,Tue Dec 02 17:38:54 +0000 2014,"Apple goes to trial over $1 billion digital music lawsuit in California $AAPL #aapl
http://t.co/jAxLSipoQF",,
623495888,1,Tue Dec 02 17:40:05 +0000 2014,RT @unstanningzarry: my phone keeps fucking freezing @apple,,
623495894,1,Tue Dec 02 17:43:33 +0000 2014,RT @SparkingAri: @ohiloveariana damn I wish I could get u an iPhone so we could imessage but I don't have enough money dAMN DAMM DAMN @apple,,
623495895,1,Tue Dec 02 17:45:03 +0000 2014,"#AAPL:Android Phones to Dominate Through 2018, While iOS Phone Revenue Will ...http://t.co/b9VdeyRXTc",,
623495897,1,Tue Dec 02 17:45:40 +0000 2014,@apple need to sort this b*llshit out with safari in Yosemite! 'Safari can not find server' #apple #macbook #YosemiteProblems #Yosemite,,
623495900,1,Tue Dec 02 17:59:05 +0000 2014,.@Apple faces $1B lawsuit over iPod allegations: http://t.co/UAVE47ez8w #legal #tech #lawsuit,,
623495903,1,Tue Dec 02 18:03:44 +0000 2014,@tim_cook Not happy with @Apple @AppStore Backwards compatibility should be a given.  It is for my other apps why not Aperture?? Money Grab?,,
623495907,1,Tue Dec 02 18:15:04 +0000 2014,Hey @apple: Love ya but #AppleCare low-fi hold music is awful. Would prefer to hear tips on using apple gear.  Better use of my hold time.,,
623495912,1,Tue Dec 02 18:18:07 +0000 2014,"Apple's iPhone 6 may face patent dispute from Chinese vendor with look-alike device $AAPL #aapl
http://t.co/djF7KJjtPG",,
623495915,1,Tue Dec 02 18:28:17 +0000 2014,"As a die hard @Apple customer, I must say I am truly displeased with the customer service I was given yesterday. #badservice #Apple",,
623495932,1,Tue Dec 02 18:56:50 +0000 2014,@apple plz kill Verizon soooo I don't have weird apps and passcodes and synchronized locations on everything,,
623495933,1,Tue Dec 02 18:57:11 +0000 2014,RT @Elmetifi: #AAPL I think it will be valued at 140-145s at next year.Death of Steve Jobs damaged #Samsung more than Apple +,,
623495934,1,Tue Dec 02 19:00:59 +0000 2014,Strikes me as somewhat stupid that @Apple have sent me a brand new iPhone without the latest software on. So I can't restore my old stuff.,,
623495935,1,Tue Dec 02 19:01:32 +0000 2014,@apple really needs to do something about these bullshit cords,,
623495941,1,Tue Dec 02 19:19:12 +0000 2014,@Apple ??? My iPhone 3 which has been sitting quietly for a year in a protective case just split open at the back http://t.co/PyoHjiuG03,,
623495943,1,Tue Dec 02 19:19:31 +0000 2014,"Yes @apple, now is a perfect time to lock my screen and install a software update without asking. #not",,
623495944,1,Tue Dec 02 19:19:36 +0000 2014,"Me too. MT @MsNarcissistic As a die hard @Apple customer, I am truly displeased with the customer service I was given yesterday. #badservice",,
623495950,1,Tue Dec 02 19:24:55 +0000 2014,@apple I hate the microphone shit on the imessage please take it the fuck off,,
623495954,1,Tue Dec 02 19:30:15 +0000 2014,#Apple in the Dock: $1 Billion Antitrust Claim Casts #SteveJobs as Conspirator #aapl http://t.co/qZaTiTlR26,,
623495957,1,Tue Dec 02 19:32:12 +0000 2014,"Dear @Apple, I've been an Apple user for over 20 years and can't remember a bug like this current Safari on. #fixit! http://t.co/6AlSsd6igw",,
623495958,1,Tue Dec 02 19:33:13 +0000 2014,"Dear @Apple.

Kindly fuck off with your .m4a format.

Regards,
Music Listeners Everywhere.",,
623495966,1,Tue Dec 02 19:39:36 +0000 2014,@UberFacts i can think of 100 reasons not to if your on a 4s. Fuck @apple,,
623495971,1,Tue Dec 02 19:52:28 +0000 2014,@sometimesboring also wtf @apple i dont even live in kirkby,,
623495974,1,Tue Dec 02 20:00:56 +0000 2014,There's a movie in my iTunes Match / iCloud that I can't remove. Actually it's a trailer. Very annoying @Apple.,,
623495976,1,Tue Dec 02 20:04:02 +0000 2014,Siri be on that bull shit telling me it's not gonna rain and shit da fuck I pay for her for @apple,,
623495979,1,Tue Dec 02 20:05:21 +0000 2014,.@Google Unseats @Apple In U.S. Classrooms As #Chromebooks Beat #iPads,,
623495982,1,Tue Dec 02 20:10:57 +0000 2014,Changing words that aren't even misspelled like where do they REALLY do that at???? I would really like to know. @apple,,
623495983,1,Tue Dec 02 20:12:18 +0000 2014,Russia Could Ban #Apple Inc. iPhone For Lawmakers [REPORT] http://t.co/WrAI7vkuz2 #aapl,,
623495987,1,Tue Dec 02 20:18:47 +0000 2014,.@apple MacMail on OS X #Yosemite is really giving me a hard time. Is there an alternative email program out there? #YosemiteProblems,,
623495988,1,Tue Dec 02 20:19:48 +0000 2014,"Russian lawmaker thinks the iPhone is stealing state secrets $AAPL #aapl
http://t.co/ixxTdEtliT",,
623495991,1,Tue Dec 02 20:27:21 +0000 2014,Autocorrect changes actual words to other words but when I spell an actual word wrong it doesn't correct it? Fuck yall niggas @apple,,
623495997,1,Tue Dec 02 20:39:30 +0000 2014,what the hell is this 5gbs of 'other' data on my phone @Apple?????????,,
623496005,1,Tue Dec 02 21:00:03 +0000 2014,#AAPL:Steve Jobs emails featured in Apple iPod U.S. antitrust trial...http://t.co/KUKwAblVTp,,
623496007,1,Tue Dec 02 21:00:20 +0000 2014,".@Sony named 'most-desired brand' during #BlackFriday &amp; #CyberMonday, beating #tech rival @Apple: http://t.co/4YN6pUtLKK via @TheDrum",,
623496012,1,Tue Dec 02 21:10:27 +0000 2014,@Google Beating @Apple in U.S. Education Market Amid iPad Slowdown http://t.co/KTsLbYeNTa #neo,,
623496014,1,Tue Dec 02 21:16:54 +0000 2014,@TIME: Steve Jobs to testify in @Apple trial from beyond the grave http://t.co/pPab0v8hUn,,
623496020,1,Tue Dec 02 21:34:34 +0000 2014,2/ At its announcement @samsung supporters criticized #AAPL for 'following' Samsung into the large screen game.,,
623496024,1,Tue Dec 02 21:39:53 +0000 2014,Where da fuck is this middle finger emoji @apple so I can ignore my Niggaz shit talk wit a single sign,,
623496026,1,Tue Dec 02 21:42:38 +0000 2014,Sign of utterly broken wifi driver: my @apple Air sitting on my lap I'm desperate enough to read my email on my Android phone,,
623496037,1,Tue Dec 02 22:08:53 +0000 2014,Chinese smartphone maker claims #Apple copied iPhone 6 design - http://t.co/iUzewX1JuE #AAPL #Android,,
623496041,1,Tue Dec 02 22:14:30 +0000 2014,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple,,
623496042,1,Tue Dec 02 22:16:34 +0000 2014,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple,,
623496043,1,Tue Dec 02 22:17:50 +0000 2014,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple,,
623496050,1,Tue Dec 02 22:44:02 +0000 2014,#Apple Inc. #AAPL News Analysis: Did Apple Inc (AAPL) CEO Steve Jobs Consider Himself Above The Law? http://t.co/ZF0v7k2N7H,,
623496053,1,Tue Dec 02 23:10:52 +0000 2014,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple,,
623496055,1,Tue Dec 02 23:14:23 +0000 2014,"@Apple if I dismiss a call when it comes in, I did not 'miss' that call. Can't the notification accurately reflect my action?",,
623496057,1,Tue Dec 02 23:31:27 +0000 2014,IM SICK OF YOUR FUCKING SHIT @apple,,
623496067,1,Wed Dec 03 00:07:24 +0000 2014,I had the Facebook app but my dumbass deleted it and now I can't redownload cause it says I need iOS7 suck my fucking ass @apple,,
623496075,1,Wed Dec 03 00:24:29 +0000 2014,@apple get cha shit together and fix my phone !!!,,
623496082,1,Wed Dec 03 00:34:02 +0000 2014,@iirwanks ICK YO @apple Autocorrect RUSE,,
623496083,1,Wed Dec 03 00:35:04 +0000 2014,Ok I muted the groupchat but I still get notifications uhm @apple what the hell,,
623496084,1,Wed Dec 03 00:35:39 +0000 2014,@iambrozie @Apple Will it give me Edward Scissorhands length fingers? Because then I might be able to use this!,,
623496085,1,Wed Dec 03 00:38:09 +0000 2014,"Sitting here waiting for more than half hour for my 'appt' @Apple , watching 'geniuses' talk crap about their customers in the open, nice...",,
623496088,1,Wed Dec 03 00:41:14 +0000 2014,It would be nice if I could type more than one sentence without my computer freezing up @Apple @Microsoft @Word @Internet @Everyone,,
623496091,1,Wed Dec 03 00:55:31 +0000 2014,"Yo @Apple wtf is wrong with you people? Make it easier to delete contacts already, gosh damn it!!!",,
623496092,1,Wed Dec 03 00:55:51 +0000 2014,@Apple why does the clock disappear in Siri? It's super annoying when you want to set an alarm and suddenly you can't see the time.,,
623496094,1,Wed Dec 03 01:04:08 +0000 2014,my dad called now my musics arent playing jesus christ @apple problematic,,
623496095,1,Wed Dec 03 01:09:34 +0000 2014,fuck you fuck you so much i hate you @apple,,
623496097,1,Wed Dec 03 01:16:06 +0000 2014,L.A. School District Officially Ends $1.3 Billion iPad Initiative in the Midst of an FBI Investigation http://t.co/ny9oaj6gXr #AAPL,,
623496099,1,Wed Dec 03 01:18:42 +0000 2014,well imessage doesn't work thanks @apple,,
623496100,1,Wed Dec 03 01:22:33 +0000 2014,Next year my goal is to be #Apple free. Tired of their BS. @Apple @iTunesSupport,,
623496102,1,Wed Dec 03 01:27:13 +0000 2014,@anneohirsch @Apple My 5S was great - just had a cracked screen &amp; a dying battery. I'm thinking about trading the 6 in for a new 5S :(,,
623496105,1,Wed Dec 03 01:33:53 +0000 2014,Also I've had my iPhone 6 for two days and it's already broken shout out to @apple,,
623496106,1,Wed Dec 03 01:34:42 +0000 2014,"Uh, is @Apple making fun of French people (and being rude) in their new iPhone 6 'call from anywhere' ad?! That's how it seemed to me.",,
623496109,1,Wed Dec 03 01:52:51 +0000 2014,I am feeling creatively stifled by the current emoji selection @apple,,
623496110,1,Wed Dec 03 01:55:06 +0000 2014,@apple fuck you bitches my phones abrick and stuck on the apple logo,,
623496113,1,Wed Dec 03 02:05:42 +0000 2014,"Forget #Apple, Here Are Better #Tech Stocks to Buy | The Motley Fool #aapl http://t.co/drJdIvOtxu",,
623496116,1,Wed Dec 03 02:20:36 +0000 2014,One good thing about waiting in the @Apple Store for my 'appointment' is that I cleared up the backlog of emails from my inbox,,
623496119,1,Wed Dec 03 02:25:23 +0000 2014,iMessage isn't working thanks @apple,,
623496122,1,Wed Dec 03 02:28:21 +0000 2014,No at typo changing my words. Get it together @apple,,
623496124,1,Wed Dec 03 02:31:57 +0000 2014,"Hey @apple could you make an iPhone charger that lasts more than a month? Sincerely, a broke high school student who wants her phone charged",,
