price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
0.370116872,2,7,0.53604607,0.337920405,0,0,0,0.402736416,0.837236864,0.704347826,0,0.437027505,0.56372549,0.544781897,0.483202587
0.65329362,0,5,0.585267525,0.139813948,2,0,2,0.472087248,0.838836127,0.260869565,0.993548387,0.847354029,0.18872549,0.411346771,0.156476436
0.566626093,2,0,0.439628969,0.788619396,0,0,4,0.268706686,0.828920314,0.286956522,0,0.814219077,0.625,0.582140567,0.647703455
0.622414981,2,3,0.596770045,0.301645841,1,2,2,0.659528013,0,0.034782609,0,0.827247869,0.06127451,0.458387149,0.242469609
0.261349931,2,0,0.302111587,0.415863929,0,0,0,0.250263525,0.729328516,0.6,0,0.286633424,0.257352941,0.294803178,0.428109468
0.60171189,2,5,0.643452578,0.387130511,1,0,2,0.703403133,0,0.834782609,0,0.601898022,0.507352941,0.689781711,0.67267501
0.6136844,2,5,0.634845836,0.275224308,1,0,3,0.695313987,0,0.869565217,0,0.737654817,0.882352941,0.656910658,0.300497036
0.692871683,2,1,0.856382976,0.788619396,0,0,2,0.700186147,0.929026223,0.730434783,0,0.465015281,0.098039216,0.643199932,0.711613156
0.732032763,3,7,0.784775568,0.281774646,1,0,3,0.836227185,0,0.991304348,0,0.850731864,0.909313725,0.870819432,0.298700521
0.647429131,0,0,0.414736184,0.096878956,1,0,0,0.488441377,0,0.191304348,0,0.780762426,0.056372549,0.407829925,0.119108929
0.354375281,0,0,0.323547267,0.502889855,0,2,1,0.264171269,0.740234229,0.513043478,0,0.470645006,0.519607843,0.315997594,0.488472364
0.522597616,0,5,0.727161779,0.720151924,1,0,2,0.782078197,0,0.895652174,0,0.946437188,1,0.774514483,0.513863106
0.213052011,0,0,0.208849472,0.440799251,0,0,1,0.294936363,0,0.573913043,0,0.242399871,0.039215686,0.267351816,0.490388646
0.697591263,2,5,0.583321319,0.709858535,1,2,3,0.646888072,0,0.704347826,0,0.745536432,0.578431373,0.70240624,0.78052578
0.492754748,0,6,0.31295795,0.299609181,0,2,0,0.392783925,0,0.460869565,0,0.842367701,0.210784314,0.135924688,0.266423139
0.897178367,0,5,0.665570885,0.788619396,0,1,3,0.623324819,0.80177063,0.460869565,0,0.399227923,0,0.70240624,0.711613156
0.24246773,0,0,0.290995386,0.477734353,0,0,0,0.372142154,0,0.47826087,0,0.434132218,0.159313725,0.249833635,0.521767771
0.394943506,3,5,0.725745909,0.474156437,0,2,2,0.506749559,0.920193061,0.573913043,0,0.542866334,0.485294118,0.536440217,0.507934607
0.598656916,0,6,0.366738567,0.195959707,0,2,0,0.29915302,0.756539487,0.434782609,0,0.844297893,0.007352941,0.34437864,0.205341637
0.589336868,1,6,0.518355557,0.442010238,0,0,0,0.294936363,0.867171076,0.704347826,0,0.873411613,0.044117647,0.371385225,0.364512845
0.756008565,3,1,0.661823366,0.301645841,2,0,2,0.616483084,0.80430585,0.234782609,0,0.806176613,0.259803922,0.712712703,0.320318582
0.741730566,2,5,0.677892996,0.24660098,1,0,3,0.735772359,0,0.826086957,0,0.810358694,0.237745098,0.525120297,0.260434757
0.334173982,2,5,0.575450605,0.218803325,1,0,0,0.63949069,0,0.939130435,0,0.338426894,0.669117647,0.604899524,0.230492844
0.344719063,0,5,0.607983889,0.232839764,1,0,2,0.670067475,0,0.895652174,0,0.338426894,0.649509804,0.704482824,0.2454638
0.768208281,3,8,0.73970669,0.760830077,1,2,2,0.793868676,0,0.591304348,0,0.695029757,0.664215686,0.757813537,0.622372597
0.476019037,2,2,0.488025405,0.520504211,1,0,2,0.557323102,0,0.791304348,0,0.562972495,0.583333333,0.60983339,0.472543266
0.628122416,0,1,0.555145056,0.788619396,0,2,2,0.493754231,0.795648358,0.513043478,0,0.446678462,0.117647059,0.679038507,0.711613156
0.329742534,0,6,0.316515678,0.433753509,0,0,0,0.396127696,0,0.469565217,0,0.451503941,0.12745098,0.294803178,0.484999102
0.535203234,0,6,0.625892773,0.449716519,1,1,2,0.686899346,0,0.634782609,0,0.461476596,0.105392157,0.663641672,0.529911971
0.565956171,0,6,0.406120591,0.028843507,1,0,2,0.480343913,0,0.991304348,0,0.837381374,0.164215686,0.407829925,0.14605665
0.471713465,0,1,0.439628969,0.301645841,0,0,0,0.34294009,0.793387498,0.686956522,0,0.73250764,0.220588235,0.356113363,0.205341637
0.364509747,0,7,0.668320729,0.18104255,2,1,0,0.538767881,0.868433139,0.217391304,0,0.673636802,0.203431373,0.356113363,0.200550931
0.777383142,2,5,0.660184156,0.579567347,1,0,4,0.719128501,0,0.773913043,0,0.684574554,0.477941176,0.716782549,0.622672016
0.32718612,2,5,0.573461072,0.227225189,1,0,0,0.637620805,0,0.913043478,0,0.292584848,0.318627451,0.597666993,0.233906222
0.201523104,0,0,0.213335937,0.635768151,0,2,0,0.29915302,0,0.591304348,0,0.331671224,0.678921569,0.158441164,0.717647763
0.890297377,3,1,0.732780819,0.788619396,0,0,2,0.496385665,0.927465677,0.565217391,0,0.763069004,0.421568627,0.833445919,0.711613156
0.801141207,3,8,0.911114673,0.788619396,0,2,4,0.769947124,0.935081596,0.634782609,0,0.798777545,0.556372549,0.856011201,0.711613156
0.372959529,0,3,0.316515678,0.280288435,0,2,0,0.396127696,0,0.626086957,0,0.933408396,0.509803922,0.428605881,0.245164381
0.580419976,2,3,0.665083857,0.401111906,2,1,0,0.63949069,0.781429783,0.139130435,0,0.902203635,0.245098039,0.382570826,0.428528654
0.410610646,2,5,0.600539348,0.24660098,1,0,2,0.663070636,0,0.913043478,0,0.329580183,0.860294118,0.645508586,0.260434757
0.399187037,0,6,0.473300902,0.788619396,0,1,0,0.335310897,0.823652767,0.565217391,0,0.313977803,0.769607843,0.522254052,0.711613156
0.719218263,2,9,0.763786949,0.788619396,1,2,4,0.664830804,0.873358368,0.747826087,0,0.685700499,0.980392157,0.808210769,0.711613156
0.430513992,2,6,0.46575261,0.373204161,0,0,0,0.245523345,0.852381557,0.486956522,0,0.719800547,0.642156863,0.442038677,0.41014432
0.516512813,0,0,0.230844474,0.249903671,0,0,0,0.315608622,0,0.356521739,0,0.655782532,0,0.087966492,0.264027786
0.458486094,0,0,0.366738567,0.249903671,0,2,0,0.259586338,0.781429783,0.486956522,0,0.886922953,0.115196078,0.221001897,0.301934248
0.665773536,2,5,0.766384156,0.788619396,1,0,4,0.818941803,0,0.886956522,0,0.299340518,0.887254902,0.826827391,0.711613156
0.440076146,0,5,0.594873403,0.252105466,1,0,2,0.657745432,0,0.895652174,0,0.314138652,0.928921569,0.629143667,0.282172585
0.410610646,2,5,0.499935711,0.295535862,1,0,0,0.568517141,0,0.8,0,0.310599968,0.87254902,0.50176702,0.344571531
0.405462,1,0,0.527288353,0.341278142,0,0,0,0.303327761,0.869682656,0.417391304,0,0.629724948,0.235294118,0.455155565,0.363434936
0.406497506,0,4,0.444977306,0.450927506,0,0,2,0.516863847,0,0.556521739,0,0.523081872,0.583333333,0.495772659,0.487813642
0.361454773,0,0,0.195113301,0.336544284,0,0,1,0.282026264,0,0.452173913,0,0.917645166,0.18872549,0.404290764,0.392358824
0.763925477,0,4,0.553062814,0.169538174,1,0,3,0.568517141,0.689441089,0.217391304,0,0.76853788,0.053921569,0.544781897,0.248457991
0.349578833,3,1,0.650220572,0.433753509,2,1,0,0.70976411,0,0.530434783,0,0.217146534,0.485294118,0.411346771,0.449967064
0.501645069,0,8,0.668320729,0.316948313,1,0,3,0.585829247,0.838836127,0.92173913,0,0.590156024,0.460784314,0.510639475,0.401101862
0.220856159,1,1,0.425971175,0.08366819,1,2,0,0.499000714,0,0.686956522,0,0.582435258,0.473039216,0.525120297,0.082280376
0.384115602,1,6,0.226531234,0.030054494,1,0,0,0.18677908,0.701847638,0.92173913,0,0.616857005,0,0.169367466,0.027247141
0.266679611,2,5,0.518355557,0.378873782,1,0,0,0.585829247,0,0.765217391,0,0.215216342,0.036764706,0.533631702,0.410743158
0.821748827,3,7,0.775357314,0.321076677,1,2,4,0.827375329,0,0.87826087,0,0.795721409,0,0.668084307,0.335289538
0.095620948,0,0,0.294731597,0.549347718,0,0,0,0.375653675,0,0.539130435,0,0.267170661,0.088235294,0.32014152,0.589795796
0.476019037,0,4,0.417571525,0.24660098,0,0,2,0.406002183,0.713138921,0.339130435,0,0.854270548,0.00245098,0.404290764,0.230492844
0.655403209,0,4,0.417571525,0.24660098,0,0,2,0.406002183,0.713138921,0.339130435,0,0.854270548,0.00245098,0.404290764,0.230492844
0.749957104,2,5,0.74652685,0.535586503,0,0,0,0.664830804,0.856590669,0.4,0.98808933,0.693903812,0.338235294,0.525120297,0.323013354
0.272677662,0,6,0.513821289,0.834535146,0,0,0,0.581567663,0,0.582608696,0,0.324433006,0.269607843,0.464794686,0.896161447
0.192388089,2,4,0.279595578,0.323663786,0,2,0,0.361427912,0,0.652173913,0,0.237574393,0.022058824,0.235604038,0.344272112
0.360284272,0,6,0.478263176,0.788619396,0,1,0,0.379136079,0.80430585,0.695652174,0,0.410165675,1,0.43199453,0.711613156
0.482384422,0,5,0.589134691,0.788619396,1,0,3,0.652351837,0,0.8,0,0.527424803,1,0.674682609,0.711613156
0.727235642,0,5,0.538208941,0.700225684,2,1,3,0.399445055,0.840415298,0.086956522,0,0.781084124,0.176470588,0.592370472,0.230492844
0.569957539,0,3,0.518355557,0.162822701,2,2,0,0.452165976,0.791085229,0.252173913,0,0.838989866,0.036764706,0.418314631,0.169291574
0.655376914,0,1,0.563378329,0.788619396,1,2,2,0.628144421,0,0.72173913,0,0.992761782,0.75245098,0.679038507,0.711613156
0.817751043,0,5,0.691877566,0.417955634,1,0,2,0.748915919,0,0.434782609,0.99751861,0.684413704,0.468137255,0.633868557,0.446853105
0.331014115,0,0,0.298436827,0.788619396,0,0,0,0.379136079,0,0.469565217,0,0.452951584,0.49754902,0.428605881,0.853883466
0.42563813,0,5,0.592968676,0.522100512,0,2,2,0.457954841,0.852381557,0.67826087,0,0.461959144,0.62254902,0.604899524,0.449787412
0.500845672,0,0,0.442311139,0.191831343,2,2,0,0.365029782,0.781429783,0.339130435,0,0.855557343,0.017156863,0.272771486,0.20085035
0.172433356,1,6,0.309371669,0.108603512,0,2,2,0.389413317,0,0.739130435,0,0.362554287,0.159313725,0.286094649,0.258398707
0.644732252,2,5,0.724325539,0.788619396,1,2,4,0.779412523,0,0.791304348,0,0.924079138,0.74754902,0.763436265,0.711613156
0.508762585,3,6,0.529493926,0.650740353,1,2,0,0.596297772,0,0.365217391,0,0.781405823,0.681372549,0.663641672,0.525899754
0.597273862,2,5,0.587205291,0.50112842,1,0,2,0.650538468,0,0.730434783,0,0.615570211,0.818627451,0.522254052,0.538056171
0.579774713,0,6,0.316515678,0.154565971,0,1,1,0.149538054,0.795648358,0.043478261,0,0.846710632,0.093137255,0.332391718,0.172764836
0.308101338,0,6,0.406120591,0.664941928,0,2,0,0.361427912,0.747012172,0.695652174,0,0.332153772,0.87254902,0.393536511,0.659021498
0.378524044,0,6,0.540361394,0.299939451,0,0,0,0.331443692,0.868433139,0.617391304,0,0.629724948,0.225490196,0.563773953,0.290376669
0.516512813,2,5,0.73694921,0.861507128,1,0,3,0.68706597,0.825433255,0.87826087,0,0.261219238,0.328431373,0.694021716,0.47104617
0.676108355,0,9,0.873007939,0.320911543,1,0,2,0.728288635,0.927465677,0,0.992059553,0.872124819,0.046568627,0.489713176,0.341277921
0.544914887,0,9,0.420388988,0.032036109,1,0,2,0.493754231,0,0.956521739,0,0.846871481,0.098039216,0.421766188,0.150607821
0.204085606,1,0,0.15627469,0.344580833,0,2,1,0.245523345,0,0.391304348,0,0.554930031,0.340686275,0.249833635,0.367027966
0.138283766,2,3,0.414736184,0.499807343,0,0,1,0.488441377,0,0.434782609,0,0.547852662,0.205882353,0.504740214,0.499970058
0.556446949,2,0,0.425971175,0.135520449,2,2,0,0.499000714,0,0.217391304,0,0.693421264,0.227941176,0.418314631,0.202946284
0.633742713,0,5,0.604277122,0.327737106,0,0,2,0.485759532,0.846540767,0.556521739,0,0.992279234,0.00245098,0.626766128,0.611114438
0.441489285,0,3,0.379229897,0.474046348,0,0,0,0.455070382,0,0.756521739,0,0.921505549,0.394607843,0.407829925,0.506197976
0.444765665,1,0,0.096678874,0.301645841,0,0,1,0.189511527,0,0.460869565,0,0.875020106,0.056372549,0.451905148,0.320318582
0.488641608,2,6,0.544635441,0.213574063,2,1,0,0.526740269,0.747012172,0.208695652,0,0.601576323,0.296568627,0.495772659,0.224504461
0.690489006,0,1,0.690345163,0.533054439,1,0,3,0.747475673,0,0.782608696,0,0.858613479,0.708333333,0.706551706,0.798910114
0.923484002,2,7,0.665083857,0.950569714,2,0,2,0.585829247,0.835616991,0.12173913,0.988585608,0.73701142,0.428921569,0.776339648,0.636205761
0.488641608,0,1,0.544635441,0.422799582,0,0,2,0.501599581,0.776308896,0.582608696,0,0.568119672,0.350490196,0.698229732,0.482723516
0.29081543,2,1,0.55721764,0.456376947,0,0,2,0.428177986,0.840415298,0.67826087,0,0.252533376,0,0.563773953,0.464039763
0.714769601,3,9,0.589134691,0.244399185,1,1,0,0.526740269,0.80430585,0.226086957,0,0.837059675,0.085784314,0.448635678,0.258039404
0.476019037,2,5,0.538208941,0.208620025,1,0,0,0.60448868,0,0.904347826,0,0.604793309,1,0.530808974,0.185460207
0.215683396,0,6,0.239348027,0.404854957,0,2,0,0.323600785,0,0.747826087,0,0.19334084,0.575980392,0.348317709,0.420923409
0.634021487,2,1,0.525071839,0.499972478,0,0,2,0.452165976,0.79786927,0.747826087,0,0.608653691,0.816176471,0.555713553,0.547457932
0.697122019,0,9,0.826844808,0.788619396,2,0,3,0.676949652,0.918518147,0.773913043,0,0.870355477,0.772058824,0.659163366,0.711613156
0.495400605,0,5,0.525071839,0.09726427,1,0,2,0.437334792,0.808420796,0.991304348,0,0.636641467,0.953431373,0.445346931,0.060542547
0.642015471,2,9,0.553062814,0.096768867,1,0,3,0.618449265,0,0.913043478,0,0.832395046,0.017156863,0.393536511,0.097850171
0.192388089,0,6,0.337286958,0.928606815,0,2,0,0.415649824,0,0.486956522,0,0.273122085,0.223039216,0.39714435,0.711613156
0.229319111,2,6,0.527288353,0.402928387,0,0,0,0.303327761,0.869682656,0.591304348,0,0.281486247,0.215686275,0.464794686,0.448469968
0.494387222,2,1,0.638308451,0.521935377,0,2,2,0.421960619,0.896457252,0.591304348,0,0.986006112,0.296568627,0.39714435,0.585963231
0.432927917,1,0,0.290995386,0.215775857,0,0,1,0.372142154,0,0.704347826,0,0.896895609,0.245098039,0.185365789,0.303251692
0.545942915,0,1,0.283427919,0.040127704,1,0,2,0.365029782,0,0.991304348,0,0.830464854,0.014705882,0.32014152,0.039463441
0.636521007,1,0,0.259924786,0.147520229,0,0,0,0.34294009,0,0.217391304,0,0.768698729,0.071078431,0.240387686,0.176597401
0.551389389,3,5,0.67631179,0.487422249,0,2,2,0.483060452,0.898450955,0.591304348,0,0.667202831,0.634803922,0.730797606,0.522426493
0.203323216,0,0,0.425971175,0.443606539,0,2,0,0.303327761,0.80430585,0.539130435,0,0.48319125,0.529411765,0.418314631,0.474758968
0.467356938,0,0,0.239348027,0.417074916,0,2,0,0.273193646,0.60283272,0.2,0,0.898343252,0.088235294,0.400729002,0.436493203
0.531540296,2,1,0.529493926,0.440193758,0,2,2,0.434304652,0.814351159,0.530434783,0,0.633102783,0.522058824,0.599921625,0.489430505
0.756608275,2,5,0.793999404,0.788619396,1,2,3,0.844896314,0,0.817391304,0,0.942898504,0.884803922,0.734738067,0.711613156
0.7438045,2,0,0.63135618,0.191556118,1,0,2,0.66130306,0.653453081,0.043478261,0,0.771272318,0.083333333,0.592370472,0.200550931
0.476019037,1,5,0.607983889,0.788619396,1,0,0,0.670067475,0,0.930434783,0,0.595624899,1,0.522254052,0.711613156
0.287972773,3,3,0.577431318,0.659437442,0,2,2,0.350433161,0.883781495,0.52173913,0,0.374457134,0.24754902,0.324254887,0.711613156
0.539551185,0,0,0.373027879,0.161556669,0,0,0,0.29067694,0.7682138,0.408695652,0,0.854753096,0.125,0.359970708,0.236421343
0.554494517,0,3,0.350616752,0.141465294,1,0,2,0.428177986,0,0.782608696,0,0.849123371,0.083333333,0.37886716,0.14605665
0.573259105,0,0,0.259924786,0.24660098,2,0,0,0.34294009,0,0.408695652,0,0.802798778,0.068627451,0.348317709,0.260434757
0.321954362,0,0,0.31295795,0.422744537,0,2,0,0.392783925,0,0.469565217,0,0.272800386,0.203431373,0.442038677,0.477992694
0.40024032,1,0,0.054147642,0.252105466,0,0,0,0.149538054,0,0.365217391,0,0.841402606,0.213235294,0.158441164,0.266423139
0.220856159,0,0,0.287227672,0.393515715,0,2,0,0.368601024,0,0.582608696,0,0.46967991,0.517156863,0.249833635,0.420264687
0.628122416,3,9,0.827974354,0.788619396,1,0,3,0.683720867,0.915963174,0.834782609,0,0.593694708,0.526960784,0.694021716,0.779926942
0.367252093,2,7,0.646849388,0.384213134,0,0,2,0.501599581,0.870919874,0.582608696,0,0.253498472,0.044117647,0.533631702,0.432600755
0.271933229,0,3,0.320045303,0.367589586,2,0,0,0.399445055,0,0.139130435,0.999007444,0.084767573,0.958333333,0.235604038,0.392059405
0.367252093,2,6,0.46575261,0.586778224,0,2,2,0.536389757,0,0.591304348,0,0.507640341,0.659313725,0.458387149,0.630516797
0.283667201,3,1,0.53604607,0.446523917,0,0,0,0.311554773,0.872145034,0.539130435,0,0.533697925,0.12745098,0.158441164,0.66045871
0.482804893,0,6,0.470798945,0.503110035,0,0,0,0.541132614,0,0.539130435,0,0.902686183,0.475490196,0.25449729,0.539493383
0.74791764,0,5,0.759862613,0.885286509,1,0,4,0.812812454,0,0.869565217,0,0.716261863,0.892156863,0.835088353,0.715611713
0.485317682,0,7,0.502280146,0.372103264,0,0,0,0.361427912,0.832313243,0.686956522,0,0.926491877,0.399509804,0.451905148,0.449188574
0.467356938,0,3,0.527288353,0.788619396,0,2,0,0.303327761,0.869682656,0.652173913,0,0.486247386,0.892156863,0.569083559,0.711613156
0.420696818,0,6,0.417571525,0.356690703,0,0,0,0.368601024,0.753443262,0.660869565,0,0.908798456,0.536764706,0.428605881,0.41014432
0.304640306,1,6,0.344001558,0.370451918,0,1,4,0.149538054,0.812405294,0.426086957,0,0.405501046,0.147058824,0.489713176,0.544882927
0.707811757,2,5,0.653566512,0.219023504,1,0,3,0.712908831,0,0.860869565,0,0.658034422,0.642156863,0.750227294,0.230492844
0.629817533,0,5,0.653566512,0.508064072,0,2,2,0.499000714,0.876929641,0.686956522,0,0.879684735,0.382352941,0.659163366,0.484999102
0.422186188,0,3,0.353887984,0.430230638,0,1,0,0.431252491,0,0.556521739,0,0.948849928,0.137254902,0.471129449,0.397448949
0.3233179,0,6,0.411882737,0.788619396,0,0,0,0.485759532,0,0.469565217,0,0.517452147,0.12254902,0.19059819,0.435295527
0.307425264,0,6,0.55721764,0.364396984,0,2,0,0.514358019,0.778895415,0.67826087,0,0.2359659,0.031862745,0.519373003,0.401161746
0.359110038,0,4,0.344001558,0.406891617,2,0,0,0.421960619,0,0.47826087,0,0.981019784,0.117647059,0.371385225,0.436493203
0.755006871,2,5,0.818857012,0.788619396,1,0,4,0.695313987,0.902345934,0.730434783,0,0.79105678,0.50245098,0.888234595,0.711613156
0.640923119,2,1,0.638308451,0.422194088,1,2,2,0.698568366,0,0.695652174,0,0.653048094,0.642156863,0.607371912,0.460147314
0.471713465,0,5,0.263928829,0.03192602,1,0,2,0.215900576,0.71738596,0.939130435,0,0.731381695,0.18872549,0.411346771,0.068507096
0.449350176,3,7,0.516094174,0.268618924,0,0,0,0.415649824,0.814351159,0.747826087,0,0.693099566,0.193627451,0.290465909,0.089765854
0.435326116,0,0,0.302111587,0.235592007,0,0,1,0.382589844,0,0.008695652,0,0.730577449,0.196078431,0.25449729,0.248457991
0.304640306,0,4,0.511536784,0.387515825,0,2,0,0.415649824,0.810428832,0.652173913,0,0.067074152,0.950980392,0.525120297,0.496436912
0.378579825,1,0,0.347321396,0.423845434,0,0,0,0.323600785,0.713138921,0.426086957,0,0.911211195,0.071078431,0.393536511,0.456853704
0.29081543,0,5,0.442311139,0.290471734,1,0,0,0.514358019,0,0.765217391,0,0.313012707,0.509803922,0.438710685,0.331277322
0.508762585,2,2,0.600539348,0.253481587,2,2,0,0.516863847,0.823652767,0.217391304,0,0.615248512,0.026960784,0.34437864,0.282891191
0.591845376,2,2,0.61166016,0.499807343,1,1,0,0.673522661,0,0.530434783,0,0.882258324,0.458333333,0.614723995,0.535900353
0.120055084,1,4,0.235116478,0.159575054,1,0,0,0.319623714,0,0.834782609,0,0.368184012,0.852941176,0.180083837,0.165638661
0.720322078,2,7,0.722900639,0.709638355,1,0,3,0.618449265,0.867171076,0.808695652,0,0.87405501,0.698529412,0.607371912,0.558895742
0.82011189,3,2,0.842404389,0.678703143,0,2,4,0.608524997,0.955499203,0.747826087,0,0.815184172,0.487745098,0.672491836,0.576022516
0.303342536,2,6,0.391381516,0.521825288,0,2,2,0.339142817,0.750268841,0.6,0,0.247707898,0.019607843,0.589830532,0.494580514
0.573259105,0,5,0.499935711,0.452688941,1,0,2,0.568517141,0,0.756521739,0,0.746501528,0.843137255,0.547534962,0.484639799
0.607746816,2,0,0.34065687,0.10348434,2,2,1,0.418817075,0,0.008695652,0,0.794756313,0.115196078,0.31182265,0.224504461
0.589455151,0,1,0.571462642,0.523256454,0,0,2,0.449241344,0.840415298,0.652173913,0,0.818401158,0.573529412,0.599921625,0.520330559
0.349578833,0,6,0.436930602,0.49320196,0,0,0,0.382589844,0.762512125,0.669565217,0,0.917001769,0.480392157,0.393536511,0.464039763
0.127741982,0,0,0.290995386,0.456872351,0,0,1,0.372142154,0,0.513043478,0,0.491716262,0.49754902,0.268258759,0.438888556
0.704098644,0,5,0.553062814,0.516155667,0,2,2,0.618449265,0,0.513043478,0,0.634711276,0.411764706,0.70240624,0.564824241
0.449396194,0,5,0.561334189,0.384653493,0,2,0,0.446296202,0.83397597,0.539130435,0,0.972655622,0.125,0.510639475,0.429187376
0.245682792,0,0,0.239348027,0.534375516,0,0,0,0.323600785,0,0.417391304,0,0.952549461,0.213235294,0.404290764,0.573507396
0.286375543,0,5,0.447627659,0.247977101,1,0,2,0.519354812,0,0.895652174,0,0.196236127,0.098039216,0.674682609,0.26049464
0.469977036,2,3,0.516094174,0.328067375,2,1,0,0.350433161,0.846540767,0.173913043,0,0.635676371,0.183823529,0.37886716,0.349062818
0.504825411,0,5,0.555145056,0.196179887,1,0,2,0.620406284,0,0.930434783,0,0.631976838,0.036764706,0.464794686,0.103838553
0.48448199,0,5,0.502280146,0.788619396,1,0,0,0.570720585,0,0.843478261,0,0.615409361,1,0.624378411,0.711613156
0.435326116,0,6,0.347321396,0.788619396,0,2,0,0.425080808,0,0.6,0,0.401962361,0.963235294,0.400729002,0.711613156
0.21219406,0,0,0.146013659,0.616777674,0,2,1,0.235879396,0,0.373913043,0,0.56844137,0.49754902,0.299106979,0.530750344
0.339794278,0,5,0.509240539,0.794407442,1,0,2,0.577262392,0,0.817391304,0,0.356763712,0.544117647,0.547534962,0.586801605
